NodeID5,Question,NodeID6,Groundtruth
fa0612,"Having completed my Wet Lab Training, what should my next step be?",fa0613,On-the-Job Training
fa0613,I've completed my On-the-Job Training. What should I do next?,fa0614,Follow-Up Sessions
fa0614,"""I've completed the follow-up sessions. What should I do next?""",fa0615,Continuous Monitoring
fa0615,I've completed Continuous Monitoring. What should I do next?,fa060,End
fa0621,"""I've finished the task of identifying unwholesome carcasses. What should I do next?""",fa0622,Trim Localized Conditions
fa0622,I've finished working on Trim Localized Conditions. What should I do next?,fa0623,Dispose of Generalized Disease Carcasses
fa0623,"""I have completed disposing of generalized disease carcasses. What should I do next?""",fa0624,Route Carcasses for Reprocessing
fa0624,"""I have finished reprocessing route carcasses. What should I do next?""",fa060,End
fa0631,"""I've finished evaluating generalized symptoms. What should I do next?""",fa0623,Dispose of Generalized Disease Carcasses
fa0623,"""I have finished disposing of the generalized disease carcasses. What should I do next?""",fa0633,Trim or Dispose Based on Condition
fa0633,"""I've finished 'Trim or Dispose Based on Condition.' What should I do next?""",fa060,End
fa0711,"""I've finished developing the Food Defense Plan. What should I do next?""",fa0712,Designate Food Defense Coordinator
fa0712,I have completed the role of Designate Food Defense Coordinator. What should I do next?,fa0713,Conduct Vulnerability Assessment
fa0713,I've finished conducting the vulnerability assessment. What should I do next?,fa0714,Train Employees on Food Defense
fa0714,"""I've completed the training on Food Defense for employees. What should I do next?""",fa070,End
fa0721,I've finished conducting background checks. What should I do next?,fa0722,Establish Credential Systems
fa0722,I've finished setting up the credential systems. What should I do next?,fa0714,Train Employees on Food Defense
fa0714,I've finished training employees on food defense. What should I do next?,fa070,End
fa0711,"Now that I've completed the Food Defense Plan, what should I do next?",fa0721,Conduct Background Checks
fa0721,I've finished conducting background checks. What should I do next?,fa0733,Notify Authorities in Case of Incident
fa0733,I've completed notifying the authorities in case of an incident. What should I do next?,fa0734,Move Personnel and Patrons to Safety
fa0734,"""I've completed moving personnel and patrons to safety. What should I do next?""",fa070,End
fa0811,"""I have finished Prevent Adulteration. What should I do next?""",fa0812,Controlling Time and Temperature
fa0812,I've finished the section on Controlling Time and Temperature. What should I do next?,fa0813,Prevent Cross-Contamination
fa0813,I've completed the Prevent Cross-Contamination course. What should I do next?,fa0814,Cleaning and Sanitizing
fa0814,"""I've finished cleaning and sanitizing. What should I do next?""",fa080,End
fa0821,I've finished training the employees. What should I do next?,fa0822,Proper Use of Gloves
fa0822,"""I've completed the Proper Use of Gloves course. What should I do next?""",fa0823,Employee Practices
fa0823,"""I've finished Employee Practices. What should I do next?""",fa0813,Prevent Cross-Contamination
fa0813,"I've finished the ""Prevent Cross-Contamination"" module. What should I do next?",fa080,End
fa0831,I've finished Product Handling. What should I do next?,fa0814,Cleaning and Sanitizing
fa0814,"""I've finished cleaning and sanitizing. What should I do next?""",fa0823,Employee Practices
fa0823,"""I have completed Employee Practices. What should I do next?""",fa080,End
fa0911,I've finished the pre-harvest controls. What should I do next?,fa0912,Lairage Practices
fa0912,I've finished Lairage Practices. What should I do next?,fa0913,Antimicrobial Treatments
fa0913,I've finished my Antimicrobial Treatments. What should I do next?,fa090,End
fa0921,I've completed Statistical Process Control. What should I do next?,fa0922,Sampling Protocols
fa0922,"""Now that I've completed the Sampling Protocols, what should I do next?""",fa0923,Process Adjustment
fa0923,I've finished the process adjustment. What should I do next?,fa090,End
fa1011,"""I've finished preparing the meat and ingredients. What should I do next?""",fa1012,Fermentation Process
fa1012,"""I've finished the fermentation process. What should I do next?""",fa1013,Optional Low-Temperature Heat Step
fa1013,I've finished the optional low-temperature heat step. What should I do next?,fa1014,Drying Process
fa1014,"""I have finished the drying process. What should I do next?""",fa100,End
fa1021,I've finished preparing the meat and applying the salt. What should I do next?,fa1022,Salt-Curing Process
fa1022,I've finished the salt-curing process. What should I do next?,fa1023,Equalization Step
fa1023,"""I have completed the Equalization Step. What should I do next?""",fa1014,Drying Process
fa1014,"""I have finished the drying process. What should I do next?""",fa100,End
fa1031,I've finished the preparation and seasoning. What should I do next?,fa1014,Drying Process
fa1014,"""I've finished the drying process. What should I do next?""",fa1033,Optional Post-Drying Heat Treatment
fa1033,"""I've finished the optional post-drying heat treatment. What should I do next?""",fa100,End
fa1111,"""I've finished the Receiving and Inspection process. What should I do next?""",fa1112,Sanitation SOPs Implementation
fa1112,I've finished implementing the Sanitation SOPs. What should I do next?,fa1113,Temperature Monitoring Procedures
fa1113,I've finished the Temperature Monitoring Procedures. What should I do next?,fa110,End
fa1121,"""I've finished the swab test. What should I do next?""",fa1112,Sanitation SOPs Implementation
fa1112,I've finished implementing the Sanitation SOPs. What should I do next?,fa1123,Corrective Action Documentation
fa1123,I've finished the Corrective Action Documentation. What should I do next?,fa110,End
fa1131,I've finished sorting and sizing the product. What should I do next?,fa1113,Temperature Monitoring Procedures
fa1113,I have finished the temperature monitoring procedures. What should I do next?,fa1133,Process Adjustment
fa1133,I've finished the Process Adjustment. What should I do next?,fa110,End
fa1211,"""I've finished receiving the farm-raised catfish. What should I do next?""",fa1212,Sanitation SOP Implementation
fa1212,"Now that I have completed the implementation of the Sanitation SOP, what should I do next?",fa1213,Temperature Control
fa1213,"""I've finished working on Temperature Control. What should I focus on next?""",fa1214,Foreign Material Control
fa1214,I've completed the Foreign Material Control. What should I do next?,fa120,End
fa1221,"""I've finished receiving and storing the packaging materials. What should I do next?""",fa1212,Sanitation SOP Implementation
fa1212,"""I've finished implementing the Sanitation SOP. What should I do next?""",fa1213,Temperature Control
fa1213,"""I've finished working on Temperature Control. What should I do next?""",fa120,End
fa1231,I've finished loading and inspecting the finished products. What should I do next?,fa1214,Foreign Material Control
fa1214,"""I've finished the Foreign Material Control task. What should I do next?""",fa1233,Temperature Maintenance During Transport
fa1233,"""I've finished the Temperature Maintenance During Transport task. What should I do next?""",fa120,End
fa1311,I've finished the receiving and storage of shell eggs. What should I do next?,fa1312,Sanitation SOP Implementation
fa1312,"""I've finished implementing the Sanitation SOP. What should I do next?""",fa1313,Breaking and Separating
fa1313,I've finished Breaking and Separating. What should I do next?,fa1314,Filtration and Cooling
fa1314,"""I've finished the filtration and cooling steps. What should I do next?""",fa1315,Temperature Monitoring
fa1315,"""I've finished monitoring the temperature. What should I do next?""",fa130,End
fa1321,I've finished filling and sealing the bulk containers. What should I do next?,fa1312,Sanitation SOP Implementation
fa1312,I've finished implementing the Sanitation SOP. What should I do next?,fa1315,Temperature Monitoring
fa1315,"""I've finished the temperature monitoring. What should I do next?""",fa1324,Foreign Material Control
fa1324,"""I've finished the Foreign Material Control. What should I do next?""",fa130,End
fa1411,"""I've finished receiving the live poultry. What should I do next?""",fa1412,Stun and Bleed
fa1412,"I've finished ""Stun and Bleed."" What should I do next?",fa1413,Monitor Chilling Temperature
fa1413,"""I've finished monitoring the chilling temperature. What should I do next?""",fa140,End
fa1421,I've finished receiving the shell eggs. What should I do next?,fa1422,Wash and Sanitize Eggs
fa1422,"""I've finished washing and sanitizing the eggs. What should I do next?""",fa1423,Sanitize Processing Equipment
fa1423,I've finished sanitizing the processing equipment. What should I do next?,fa140,End
fa1431,I've finished inspecting the product labels. What should I do next?,fa1432,Update Label Templates
fa1432,I've finished updating the label templates. What should I do next?,fa140,End
fa1511,I've finished receiving and inspecting materials. What should I do next?,fa1512,Sanitation SOP Implementation
fa1512,"""Now that I've completed the implementation of the Sanitation SOP, what should I focus on next?""",fa1513,Temperature Monitoring
fa1513,"""I've finished monitoring the temperature. What should I do next?""",fa150,End
fa1521,"""I've finished preparing for cooking. What should I do next?""",fa1522,Cooking to Required Lethality
fa1522,"""I've finished cooking to achieve the required lethality. What should I do next?""",fa1513,Temperature Monitoring
fa1513,"""I've finished monitoring the temperature. What should I do next?""",fa150,End
fa1531,"""I've finished vacuum packaging. What should I do next?""",fa1512,Sanitation SOP Implementation
fa1512,I've finished implementing the Sanitation SOP. What should I do next?,fa1533,Labeling and Quality Inspection
fa1533,I've finished labeling and quality inspection. What should I do next?,fa150,End
fa1611,"Having completed Receiving and Inspection, what should I do next?",fa1612,Sanitation SOP Implementation
fa1612,"""I've finished implementing the Sanitation SOP. What should I do next?""",fa1613,Antimicrobial Intervention
fa1613,I've completed the Antimicrobial Intervention. What should I do next?,fa1614,Temperature Monitoring
fa1614,I've finished monitoring the temperature. What should I do next?,fa160,End
fa1621,"""I have finished the filling and sealing. What should I do next?""",fa1612,Sanitation SOP Implementation
fa1612,I've completed the implementation of the Sanitation SOP. What should I do next?,fa1623,Labeling and Documentation
fa1623,I've finished labeling and documenting. What should I do next?,fa160,End
fa1631,"""I have completed Rapid Chilling. What should I do next?""",fa1614,Temperature Monitoring
fa1614,I've finished monitoring the temperature. What should I do next?,fa1633,Water Management
fa1633,"""I have completed my Water Management course. What should I do next?""",fa160,End
fa1711,I've finished the Grow-out House Biosecurity. What should I do next?,fa1712,Feed and Water Additives
fa1712,I've finished the section on Feed and Water Additives. What should I do next?,fa1713,Sanitation SOP Implementation
fa1713,"Having completed the implementation of the Sanitation SOP, what steps should I take next?",fa170,End
fa1721,"Now that Iâ€™ve finished Live Receiving and Hanging, what should I do next?",fa1722,Scalding Process
fa1722,"""I've finished the scalding process. What should I do next?""",fa1723,Temperature Monitoring
fa1723,I've finished monitoring the temperature. What should I do next?,fa1713,Sanitation SOP Implementation
fa1713,"""I've finished implementing the Sanitation SOP. What should I do next?""",fa170,End
fa1731,I've finished the Chiller Water Management course. What should I do next?,fa1723,Temperature Monitoring
fa1723,"""I've finished monitoring the temperature. What should I do next?""",fa1733,Post-Chilling Inspection
fa1733,I've finished the post-chilling inspection. What should I do next?,fa170,End
fa1811,"""I've finished the Hazard Analysis. What should I do next?""",fa1812,Sanitation SOP Implementation
fa1812,"Having completed the implementation of the Sanitation SOP, what should I do next?",fa1813,Temperature Monitoring
fa1813,"""Now that I have finished monitoring the temperature, what should I do next?""",fa180,End
fa1821,"""I've finished the material inspection. What should I do next?""",fa1822,Sanitation SOP Implementation
fa1822,"""I've finished implementing the Sanitation SOP. What should I do next?""",fa1823,Sealing and Labeling
fa1823,"""I've finished sealing and labeling. What should I do next?""",fa180,End
fa1831,"""I've finished the microbiological sampling. What should I do next?""",fa1832,Temperature Monitoring
fa1832,"""I've finished monitoring the temperature. What should I do next?""",fa1833,Quality Assurance Review
fa1833,"""I've finished the Quality Assurance Review. What should I do next?""",fa180,End
fa1911,What should I do next after completing the livestock inspection?,fa1912,Sanitation SOP Implementation
fa1912,"Having completed the Sanitation SOP Implementation, what should I do next?",fa1913,Pathogen Reduction Strategies
fa1913,I've completed the Pathogen Reduction Strategies course. What should I do next?,fa190,End
fa1921,I've finished Stunning and Bleeding. What should I do next?,fa1922,Hide Removal
fa1922,"""I've finished the hide removal. What should I do next?""",fa1912,Sanitation SOP Implementation
fa1912,I've finished implementing the Sanitation SOP. What should I do next?,fa190,End
fa1931,I've finished Rapid Cooling. What should I do next?,fa1932,Temperature Monitoring
fa1932,"""I've finished monitoring the temperature. What should I do next?""",fa190,End
fa1941,I've finished sealing and labeling. What should I do next?,fa1932,Temperature Monitoring
fa1932,"""I've finished the temperature monitoring. What should I do next?""",fa190,End
fa2011,I've completed the Livestock Handling course. What should I do next?,fa2012,Sanitation SOP Implementation
fa2012,I've finished implementing the Sanitation SOP. What should I do next?,fa200,End
fa2021,I've finished Stunning and Bleeding. What should I do next?,fa2022,Hide Removal
fa2022,I have finished removing the hide. What should I do next?,fa2012,Sanitation SOP Implementation
fa2012,I've finished implementing the sanitation SOP. What should I do next?,fa200,End
fa2031,I've finished Rapid Chilling. What should I do next?,fa2032,Temperature Monitoring
fa2032,I've finished monitoring the temperature. What should I do next?,fa2012,Sanitation SOP Implementation
fa2012,"""I've finished implementing the Sanitation SOP. What should I do next?""",fa200,End
fa2041,"""I've finished vacuum sealing. What should I do next?""",fa2042,Labeling and Documentation
fa2042,I've finished labeling and documentation. What should I do next?,fa2032,Temperature Monitoring
fa2032,I've finished with the temperature monitoring. What should I do next?,fa200,End
fa2111,"""I've finished receiving the ingredients. What should I do next?""",fa2112,Sanitation SOP Implementation
fa2112,I've finished implementing the Sanitation SOP. What should I do next?,fa2113,Storage of Ingredients
fa2113,"""I've finished storing the ingredients. What should I do next?""",fa210,End
fa2121,I've finished the pre-processing inspection. What should I do next?,fa2122,Mixing and Preparation
fa2122,I've finished the mixing and preparation. What should I do next?,fa2123,Temperature Monitoring
fa2123,I've finished the temperature monitoring. What should I do next?,fa2112,Sanitation SOP Implementation
fa2112,"""I've finished implementing the Sanitation SOP. What should my next steps be?""",fa210,End
fa2131,"""I've finished Rapid Cooling. What should I do next?""",fa2123,Temperature Monitoring
fa2123,I've finished the temperature monitoring. What should I do next?,fa2133,Post-Cooling Inspection
fa2133,I've finished the Post-Cooling Inspection. What should I do next?,fa210,End
fa2211,"""I've finished preparing the components. What should I do next?""",fa2212,Component Inspection
fa2212,I've finished the component inspection. What should I do next?,fa2213,Assembly Without Inspection
fa2213,"""I have completed the Assembly Without Inspection. What should I do next?""",fa2214,Labeling Requirements
fa2214,"""I've finished the labeling requirements. What should I do next?""",fa220,End
fa2221,I've finished the Regulatory Label Review. What should I do next?,fa2214,Labeling Requirements
fa2214,"""I have finished the labeling requirements. What should I do next?""",fa2223,Documentation Management
fa2223,I've finished managing the documentation. What should I do next?,fa220,End
fa2231,"""I've finished the packaging inspection. What should I do next?""",fa2212,Component Inspection
fa2212,I've finished the component inspection. What should I do next?,fa2233,Shipping Compliance
fa2233,"""I've finished the Shipping Compliance. What should I do next?""",fa220,End
fa2311,"""I've finished receiving the turkey components. What should I do next?""",fa2312,Sanitation SOP Implementation
fa2312,I've completed the implementation of the Sanitation SOP. What should I do next?,fa2313,Storage of Packaging and Materials
fa2313,I've finished storing the packaging and materials. What should I do next?,fa230,End
fa2321,"""I've finished the grinding operations. What should I do next?""",fa2322,Temperature Monitoring
fa2322,I've finished the temperature monitoring. What should I do next?,fa2323,Metal Detection
fa2323,"""I've finished the metal detection process. What should I do next?""",fa230,End
fa2331,I've finished the product packaging. What should I do next?,fa2332,Labeling Compliance
fa2332,I've completed the Labeling Compliance. What should I do next?,fa2322,Temperature Monitoring
fa2322,I've finished monitoring the temperature. What should I do next?,fa2312,Sanitation SOP Implementation
fa2312,"""I've completed implementing the Sanitation SOP. What should I do next?""",fa230,End
fa2411,I've finished receiving the meat. What should I do next?,fa2412,Sanitation SOP Implementation
fa2412,I've finished implementing the Sanitation SOP. What should I do next?,fa240,End
fa2421,I've completed the initial cold storage. What should I do next?,fa2422,Temperature Control
fa2422,I've finished working on Temperature Control. What should I do next?,fa240,End
fa2431,"""I've finished the product packaging. What should I do next?""",fa2432,Labeling Compliance
fa2432,I've completed the Labeling Compliance task. What should I do next?,fa2412,Sanitation SOP Implementation
fa2412,I've finished implementing the Sanitation SOP. What should I do next?,fa2422,Temperature Control
fa2422,I've finished working on Temperature Control. What should I do next?,fa240,End
fa2511,"""I have submitted my import application. What should I do next?""",fa2512,Sanitation SOP Implementation
fa2512,I've finished implementing the Sanitation SOP. What should I do next?,fa2513,Import Inspection Establishment Assignment
fa2513,I've finished the Import Inspection Establishment Assignment. What should I do next?,fa250,End
fa2521,I've completed the certification verification. What should I do next?,fa2522,Temperature Monitoring
fa2522,"""I've finished monitoring the temperature. What should I do next?""",fa2512,Sanitation SOP Implementation
fa2512,"""I've finished implementing the Sanitation SOP. What should I do next?""",fa250,End
fa2531,I've finished monitoring the storage conditions. What should I do next?,fa2522,Temperature Monitoring
fa2522,I've finished the temperature monitoring. What should I do next?,fa2533,Handling and Transport Preparation
fa2533,I've finished the Handling and Transport Preparation. What should I do next?,fa250,End
fa2611,I've completed the heat treatment validation. What should I do next?,fa2612,Sanitation SOP Implementation
fa2612,I've finished implementing the Sanitation SOP. What should I do next?,fa2613,Cooling Process Monitoring
fa2613,"""I've finished monitoring the cooling process. What should I do next?""",fa260,End
fa2621,I've finished the Label Verification. What should I do next?,fa2622,Certification Review
fa2622,What should I do next after completing the Certification Review?,fa2612,Sanitation SOP Implementation
fa2612,I've finished implementing the Sanitation SOP. What should I do next?,fa260,End
fa2631,I've finished the Storage Condition Assessment. What should I do next?,fa2632,Temperature Monitoring
fa2632,I've finished monitoring the temperature. What should I do next?,fa260,End
fa2711,I've completed the Salmonella Reduction by Cooking process. What should I do next?,fa2712,Sanitation SOP Implementation
fa2712,I've finished implementing the Sanitation SOP. What should I do next?,fa2713,Relative Humidity Control
fa2713,I've finished working on Relative Humidity Control. What should I do next?,fa270,End
fa2721,I've finished the task of cooling to prevent spore growth. What should I do next?,fa2712,Sanitation SOP Implementation
fa2712,"""I've finished implementing the Sanitation SOP. What should I do next?""",fa2723,Temperature Monitoring
fa2723,"""I've finished with the temperature monitoring. What should I do next?""",fa270,End
fa2731,I've finished tracking process deviations. What should I do next?,fa2723,Temperature Monitoring
fa2723,I have finished the temperature monitoring. What should I do next?,fa270,End
fa2811,I've finished receiving the beef. What should I do next?,fa2812,Non-Meat Ingredients Receiving
fa2812,I've finished receiving the non-meat ingredients. What should I do next?,fa2813,Packaging Material Receiving
fa2813,"""I've finished receiving the packaging materials. What should I do next?""",fa2814,Sanitation SOP Implementation
fa2814,I've completed the implementation of the Sanitation SOP. What should I do next?,fa280,End
fa2821,I've finished weighing and mixing the marinade ingredients. What should I do next?,fa2822,Marinate Beef and Place on Racks
fa2822,"""I've finished marinating the beef and placing it on racks. What should I do next?""",fa2814,Sanitation SOP Implementation
fa2814,I've finished implementing the Sanitation SOP. What should I do next?,fa280,End
fa2831,"I've completed the cooking step, which is the lethality step for CCP 1. What should I do next?",fa2832,Temperature Monitoring
fa2832,I've finished monitoring the temperature. What should I do next?,fa280,End
fa2841,I've finished Drying (CCP 2). What should I do next?,fa2832,Temperature Monitoring
fa2832,"""I've finished monitoring the temperature. What should I do next?""",fa280,End
fa2851,"""I've finished metal detection. What should I do next?""",fa2852,Packaging and Labeling
fa2852,"""I've finished packaging and labeling. What should I do next?""",fa2814,Sanitation SOP Implementation
fa2814,I've completed the implementation of the Sanitation SOP. What should I do next?,fa280,End
fa2861,"""I've finished the cold storage process for the finished products. What should I do next?""",fa2832,Temperature Monitoring
fa2832,I've finished the temperature monitoring. What should I do next?,fa280,End
fa2911,I've finished receiving the pork. What should I do next?,fa2912,Non-Meat Ingredients Receiving
fa2912,"""I've completed the Non-Meat Ingredients Receiving process. What should I do next?""",fa2913,Packaging Materials Receiving
fa2913,I've finished receiving the packaging materials. What should I do next?,fa2914,Sanitation SOP Implementation
fa2914,I've finished implementing the Sanitation SOP. What should I do next?,fa290,End
fa2921,I've finished weighing and mixing the marinade. What should I do next?,fa2922,Injecting Pork Belly
fa2922,I've finished injecting the pork belly. What should I do next?,fa2923,Hanging for Smoking
fa2923,"""I've finished reading 'Hanging for Smoking.' What should I read next?""",fa290,End
fa2931,"""I have finished the smoking process. What should I do next?""",fa2932,Cooling (Critical Control Point: CCP 1)
fa2932,"""I've completed the cooling process at Critical Control Point 1. What should I do next?""",fa290,End
fa2941,"""I have completed slicing. What should I do next?""",fa2942,Packaging and Labeling
fa2942,"""I've finished packaging and labeling. What should I do next?""",fa2914,Sanitation SOP Implementation
fa2914,I've completed the implementation of the Sanitation SOP. What should I do next?,fa290,End
fa2951,I've completed Storage and Distribution. What should I do next?,fa2952,Labeling Compliance
fa2952,"""I've finished the Labeling Compliance task. What should I do next?""",fa2953,Returned Product Handling
fa2953,"""I've finished handling the returned products. What should I do next?""",fa290,End
fa3011,"""I've finished handling the receipt of customer complaints. What should I do next?""",fa3012,Customer Complaint Documentation
fa3012,I've finished the Customer Complaint Documentation. What should I do next?,fa3013,Initial Investigation of Complaints
fa3013,I've finished the initial investigation of the complaints. What should I do next?,fa3014,Notification to FSIS
fa3014,I've completed the notification to FSIS. What should I do next?,fa300,End
fa3021,"Now that I've completed the HACCP Compliance Workflow, what should I do next?",fa3022,Corrective Action Implementation
fa3022,"Having completed the Corrective Action Implementation, what steps should I take next?",fa3023,Recordkeeping for HACCP Updates
fa3023,I've finished the Recordkeeping for HACCP Updates. What should I do next?,fa300,End
fa3031,I've finished the FSIS Reporting Protocols. What should I do next?,fa3014,Notification to FSIS
fa3014,I've completed the notification to FSIS. What should I do next?,fa3033,Compliance Documentation
fa3033,I've finished the compliance documentation. What should I do next?,fa300,End
fa3111,I've finished receiving the meat. What should I do next?,fa3112,Packaging Material Receiving
fa3112,I have finished receiving the packaging materials. What should I do next?,fa3113,Sanitation SOP Implementation
fa3113,I've finished implementing the Sanitation SOP. What should I do next?,fa310,End
fa3121,"""I've finished grinding and blending. What should I do next?""",fa3122,Allergen Control Program
fa3122,I've completed the Allergen Control Program. What should I do next?,fa3123,Temperature Monitoring
fa3123,I've finished the temperature monitoring. What should I do next?,fa310,End
fa3131,"""I've completed Rapid Cooling. What should I do next?""",fa3123,Temperature Monitoring
fa3123,I've finished monitoring the temperature. What should I do next?,fa310,End
fa3141,"""I've finished product labeling. What should I do next?""",fa3113,Sanitation SOP Implementation
fa3113,"""I've completed the implementation of the Sanitation SOP. What should I do next?""",fa3122,Allergen Control Program
fa3122,I've completed the Allergen Control Program. What should I do next?,fa310,End
fa3211,I've finished receiving the live birds. What should I do next?,fa3212,Sanitation SOP Implementation
fa3212,I've finished implementing the Sanitation SOP. What should I do next?,fa320,End
fa3221,"""I've finished the scald water maintenance. What should I do next?""",fa3222,Antimicrobial Application
fa3222,I've completed the antimicrobial application. What should I do next?,fa320,End
